Name	Map	K4_1	K5_1	K6_1	K4_2	K5_2	K6_2	K4_3	K5_3	K6_3	K4_4	K5_4	K6_4	K4_5	K5_5	K6_5	K4_6	K5_6	K6_6	K4_7	K5_7	K6_7	K4_8	K5_8	K6_8	K4_9	K5_9	K6_9	K4_10	K5_10	K6_10	Show Resp.	Comment
RAND_04061	FALSE	5	5	5	9	9	9	11	11	11	7	7	7	5	5	5	9	9	9	11	11	11	7	7	7	11	11	11	11	11	11	FALSE	
RAND_04062	FALSE	5	5	5	9	9	9	7	7	7	3	3	3	11	11	11	5	5	5	9	9	9	1	1	1	3	3	3	9	9	9	FALSE	
RAND_04063	FALSE	5	5	5	3	3	3	9	9	9	1	1	1	5	5	5	3	3	3	5	5	5	5	5	5	3	3	3	7	7	7	FALSE	
RAND_04064	FALSE	5	5	5	3	3	3	7	7	7	7	7	7	9	9	9	9	9	9	5	5	5	3	3	3	3	3	3	7	7	7	FALSE	
RAND_04065	FALSE	5	5	5	9	9	9	5	5	5	11	11	11	3	3	3	9	9	9	11	11	11	9	9	9	1	1	1	3	3	3	FALSE	
RAND_04066	FALSE	5	5	5	5	5	5	9	9	9	9	9	9	5	5	5	11	11	11	5	5	5	9	9	9	7	7	7	3	3	3	FALSE	
RAND_04067	FALSE	5	5	5	1	1	1	7	7	7	3	3	3	3	3	3	3	3	3	9	9	9	7	7	7	7	7	7	9	9	9	FALSE	
RAND_04068	FALSE	5	5	5	9	9	9	7	7	7	7	7	7	5	5	5	11	11	11	9	9	9	11	11	11	5	5	5	7	7	7	FALSE	
RAND_04069	FALSE	5	5	5	7	7	7	5	5	5	11	11	11	7	7	7	3	3	3	3	3	3	9	9	9	7	7	7	3	3	3	FALSE	
RAND_04070	FALSE	5	5	5	3	3	3	1	1	1	11	11	11	7	7	7	7	7	7	9	9	9	9	9	9	7	7	7	11	11	11	FALSE	
RAND_04071	FALSE	5	5	5	7	7	7	9	9	9	5	5	5	7	7	7	11	11	11	5	5	5	11	11	11	5	5	5	7	7	7	FALSE	
RAND_04072	FALSE	5	5	5	3	3	3	3	3	3	11	11	11	5	5	5	5	5	5	11	11	11	3	3	3	3	3	3	3	3	3	FALSE	
RAND_04073	FALSE	5	5	5	5	5	5	3	3	3	7	7	7	5	5	5	1	1	1	11	11	11	5	5	5	1	1	1	7	7	7	FALSE	
RAND_04074	FALSE	5	5	5	7	7	7	5	5	5	7	7	7	9	9	9	7	7	7	1	1	1	11	11	11	11	11	11	11	11	11	FALSE	
RAND_04075	FALSE	5	5	5	7	7	7	7	7	7	5	5	5	9	9	9	1	1	1	9	9	9	5	5	5	3	3	3	9	9	9	FALSE	
RAND_04076	FALSE	5	5	5	3	3	3	7	7	7	11	11	11	5	5	5	1	1	1	5	5	5	7	7	7	9	9	9	3	3	3	FALSE	
RAND_04077	FALSE	5	5	5	7	7	7	3	3	3	9	9	9	11	11	11	3	3	3	5	5	5	7	7	7	9	9	9	5	5	5	FALSE	
RAND_04078	FALSE	5	5	5	1	1	1	7	7	7	1	1	1	1	1	1	3	3	3	1	1	1	5	5	5	1	1	1	7	7	7	FALSE	
RAND_04079	FALSE	5	5	5	1	1	1	5	5	5	1	1	1	3	3	3	9	9	9	1	1	1	3	3	3	11	11	11	5	5	5	FALSE	
RAND_04080	FALSE	5	5	5	9	9	9	9	9	9	5	5	5	9	9	9	1	1	1	9	9	9	1	1	1	11	11	11	1	1	1	FALSE	
RAND_04081	FALSE	5	5	5	7	7	7	5	5	5	3	3	3	1	1	1	11	11	11	5	5	5	1	1	1	3	3	3	1	1	1	FALSE	
RAND_04082	FALSE	5	5	5	9	9	9	7	7	7	5	5	5	1	1	1	5	5	5	7	7	7	5	5	5	7	7	7	11	11	11	FALSE	
RAND_04083	FALSE	5	5	5	1	1	1	9	9	9	1	1	1	3	3	3	7	7	7	3	3	3	7	7	7	11	11	11	3	3	3	FALSE	
RAND_04084	FALSE	5	5	5	1	1	1	11	11	11	5	5	5	11	11	11	5	5	5	9	9	9	5	5	5	1	1	1	7	7	7	FALSE	
RAND_04085	FALSE	5	5	5	11	11	11	11	11	11	1	1	1	11	11	11	11	11	11	7	7	7	5	5	5	5	5	5	3	3	3	FALSE	
RAND_04086	FALSE	5	5	5	1	1	1	5	5	5	11	11	11	5	5	5	1	1	1	1	1	1	5	5	5	11	11	11	1	1	1	FALSE	
RAND_04087	FALSE	5	5	5	5	5	5	1	1	1	9	9	9	9	9	9	5	5	5	5	5	5	7	7	7	11	11	11	7	7	7	FALSE	
RAND_04088	FALSE	5	5	5	9	9	9	1	1	1	5	5	5	9	9	9	3	3	3	9	9	9	9	9	9	7	7	7	9	9	9	FALSE	
RAND_04089	FALSE	5	5	5	1	1	1	11	11	11	5	5	5	5	5	5	7	7	7	7	7	7	3	3	3	11	11	11	1	1	1	FALSE	
RAND_04090	FALSE	5	5	5	1	1	1	7	7	7	11	11	11	11	11	11	1	1	1	5	5	5	1	1	1	9	9	9	7	7	7	FALSE	
RAND_04091	FALSE	5	5	5	1	1	1	9	9	9	5	5	5	9	9	9	9	9	9	9	9	9	1	1	1	1	1	1	9	9	9	FALSE	
RAND_04092	FALSE	5	5	5	9	9	9	3	3	3	3	3	3	5	5	5	7	7	7	11	11	11	5	5	5	5	5	5	11	11	11	FALSE	
RAND_04093	FALSE	5	5	5	1	1	1	1	1	1	7	7	7	3	3	3	9	9	9	11	11	11	1	1	1	3	3	3	5	5	5	FALSE	
RAND_04094	FALSE	5	5	5	9	9	9	1	1	1	5	5	5	11	11	11	7	7	7	11	11	11	11	11	11	9	9	9	11	11	11	FALSE	
RAND_04095	FALSE	5	5	5	5	5	5	5	5	5	1	1	1	3	3	3	3	3	3	11	11	11	9	9	9	1	1	1	5	5	5	FALSE	
RAND_04096	FALSE	5	5	5	7	7	7	1	1	1	11	11	11	5	5	5	5	5	5	1	1	1	11	11	11	11	11	11	7	7	7	FALSE	
RAND_04097	FALSE	5	5	5	7	7	7	3	3	3	5	5	5	11	11	11	1	1	1	1	1	1	5	5	5	9	9	9	9	9	9	FALSE	
RAND_04098	FALSE	5	5	5	5	5	5	3	3	3	5	5	5	11	11	11	11	11	11	1	1	1	11	11	11	3	3	3	3	3	3	FALSE	
RAND_04099	FALSE	5	5	5	3	3	3	3	3	3	1	1	1	7	7	7	9	9	9	5	5	5	11	11	11	9	9	9	3	3	3	FALSE	
RAND_04100	FALSE	5	5	5	1	1	1	9	9	9	3	3	3	11	11	11	3	3	3	11	11	11	1	1	1	1	1	1	5	5	5	FALSE	
RAND_04101	FALSE	5	5	5	9	9	9	9	9	9	5	5	5	1	1	1	3	3	3	7	7	7	11	11	11	9	9	9	7	7	7	FALSE	
RAND_04102	FALSE	5	5	5	5	5	5	5	5	5	1	1	1	9	9	9	5	5	5	5	5	5	1	1	1	11	11	11	9	9	9	FALSE	
RAND_04103	FALSE	5	5	5	5	5	5	1	1	1	5	5	5	1	1	1	1	1	1	3	3	3	5	5	5	9	9	9	3	3	3	FALSE	
RAND_04104	FALSE	5	5	5	9	9	9	7	7	7	3	3	3	1	1	1	7	7	7	11	11	11	9	9	9	1	1	1	5	5	5	FALSE	
RAND_04105	FALSE	5	5	5	3	3	3	5	5	5	3	3	3	1	1	1	7	7	7	3	3	3	7	7	7	3	3	3	7	7	7	FALSE	
RAND_04106	FALSE	5	5	5	9	9	9	9	9	9	9	9	9	9	9	9	5	5	5	11	11	11	5	5	5	7	7	7	7	7	7	FALSE	
RAND_04107	FALSE	5	5	5	7	7	7	3	3	3	11	11	11	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	FALSE	
RAND_04108	FALSE	5	5	5	5	5	5	9	9	9	11	11	11	5	5	5	7	7	7	1	1	1	7	7	7	5	5	5	1	1	1	FALSE	
RAND_04109	FALSE	5	5	5	7	7	7	1	1	1	11	11	11	9	9	9	1	1	1	5	5	5	7	7	7	11	11	11	3	3	3	FALSE	
RAND_04110	FALSE	5	5	5	7	7	7	1	1	1	1	1	1	3	3	3	7	7	7	5	5	5	1	1	1	5	5	5	7	7	7	FALSE	
RAND_04111	FALSE	5	5	5	3	3	3	3	3	3	7	7	7	9	9	9	9	9	9	1	1	1	7	7	7	3	3	3	7	7	7	FALSE	
RAND_04112	FALSE	5	5	5	3	3	3	11	11	11	7	7	7	9	9	9	9	9	9	1	1	1	5	5	5	7	7	7	3	3	3	FALSE	
RAND_04113	FALSE	5	5	5	5	5	5	5	5	5	11	11	11	3	3	3	5	5	5	11	11	11	3	3	3	7	7	7	7	7	7	FALSE	
RAND_04114	FALSE	5	5	5	7	7	7	5	5	5	7	7	7	7	7	7	1	1	1	11	11	11	11	11	11	1	1	1	9	9	9	FALSE	
RAND_04115	FALSE	5	5	5	11	11	11	5	5	5	3	3	3	11	11	11	5	5	5	5	5	5	9	9	9	7	7	7	11	11	11	FALSE	
RAND_04116	FALSE	5	5	5	5	5	5	1	1	1	7	7	7	3	3	3	7	7	7	3	3	3	7	7	7	1	1	1	5	5	5	FALSE	
RAND_04117	FALSE	5	5	5	1	1	1	11	11	11	1	1	1	5	5	5	5	5	5	9	9	9	1	1	1	9	9	9	1	1	1	FALSE	
RAND_04118	FALSE	5	5	5	1	1	1	3	3	3	1	1	1	9	9	9	7	7	7	9	9	9	1	1	1	5	5	5	7	7	7	FALSE	
RAND_04119	FALSE	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	9	9	9	3	3	3	7	7	7	7	7	7	7	7	7	FALSE	
RAND_04120	FALSE	5	5	5	7	7	7	11	11	11	3	3	3	11	11	11	7	7	7	5	5	5	11	11	11	7	7	7	3	3	3	FALSE	
RAND_04121	FALSE	5	5	5	1	1	1	9	9	9	5	5	5	11	11	11	1	1	1	1	1	1	3	3	3	1	1	1	3	3	3	FALSE	
RAND_04122	FALSE	5	5	5	9	9	9	3	3	3	7	7	7	9	9	9	3	3	3	5	5	5	9	9	9	11	11	11	9	9	9	FALSE	
RAND_04123	FALSE	5	5	5	3	3	3	3	3	3	7	7	7	3	3	3	5	5	5	1	1	1	9	9	9	9	9	9	1	1	1	FALSE	
RAND_04124	FALSE	5	5	5	9	9	9	7	7	7	5	5	5	3	3	3	5	5	5	5	5	5	3	3	3	7	7	7	1	1	1	FALSE	
RAND_04125	FALSE	5	5	5	7	7	7	3	3	3	11	11	11	5	5	5	11	11	11	9	9	9	7	7	7	9	9	9	11	11	11	FALSE	
RAND_04126	FALSE	5	5	5	5	5	5	1	1	1	9	9	9	11	11	11	1	1	1	5	5	5	3	3	3	1	1	1	7	7	7	FALSE	
RAND_04127	FALSE	5	5	5	9	9	9	11	11	11	9	9	9	3	3	3	1	1	1	9	9	9	7	7	7	1	1	1	7	7	7	FALSE	
RAND_04128	FALSE	5	5	5	3	3	3	9	9	9	1	1	1	5	5	5	7	7	7	3	3	3	3	3	3	7	7	7	7	7	7	FALSE	
RAND_04129	FALSE	5	5	5	9	9	9	5	5	5	3	3	3	1	1	1	7	7	7	5	5	5	7	7	7	11	11	11	5	5	5	FALSE	
RAND_04130	FALSE	5	5	5	7	7	7	9	9	9	1	1	1	1	1	1	9	9	9	7	7	7	5	5	5	1	1	1	1	1	1	FALSE	
RAND_04131	FALSE	5	5	5	9	9	9	11	11	11	11	11	11	5	5	5	5	5	5	1	1	1	9	9	9	3	3	3	1	1	1	FALSE	
RAND_04132	FALSE	5	5	5	7	7	7	11	11	11	5	5	5	5	5	5	3	3	3	5	5	5	9	9	9	5	5	5	3	3	3	FALSE	
RAND_04133	FALSE	5	5	5	5	5	5	7	7	7	11	11	11	11	11	11	9	9	9	3	3	3	5	5	5	11	11	11	11	11	11	FALSE	
RAND_04134	FALSE	5	5	5	5	5	5	1	1	1	1	1	1	11	11	11	11	11	11	1	1	1	5	5	5	9	9	9	3	3	3	FALSE	
RAND_04135	FALSE	5	5	5	9	9	9	3	3	3	1	1	1	9	9	9	7	7	7	3	3	3	1	1	1	11	11	11	5	5	5	FALSE	
RAND_04136	FALSE	5	5	5	11	11	11	9	9	9	9	9	9	1	1	1	11	11	11	7	7	7	5	5	5	9	9	9	5	5	5	FALSE	
RAND_04137	FALSE	5	5	5	1	1	1	9	9	9	3	3	3	11	11	11	1	1	1	5	5	5	3	3	3	7	7	7	5	5	5	FALSE	
RAND_04138	FALSE	5	5	5	3	3	3	1	1	1	7	7	7	11	11	11	11	11	11	11	11	11	3	3	3	1	1	1	1	1	1	FALSE	
RAND_04139	FALSE	5	5	5	5	5	5	3	3	3	5	5	5	5	5	5	9	9	9	1	1	1	11	11	11	1	1	1	3	3	3	FALSE	
RAND_04140	FALSE	5	5	5	3	3	3	5	5	5	5	5	5	7	7	7	1	1	1	11	11	11	5	5	5	5	5	5	9	9	9	FALSE	
RAND_04141	FALSE	5	5	5	5	5	5	9	9	9	5	5	5	7	7	7	5	5	5	9	9	9	1	1	1	11	11	11	7	7	7	FALSE	
RAND_04142	FALSE	5	5	5	5	5	5	5	5	5	1	1	1	11	11	11	3	3	3	7	7	7	5	5	5	7	7	7	3	3	3	FALSE	
RAND_04143	FALSE	5	5	5	3	3	3	7	7	7	5	5	5	1	1	1	7	7	7	9	9	9	7	7	7	1	1	1	1	1	1	FALSE	
RAND_04144	FALSE	5	5	5	9	9	9	9	9	9	5	5	5	11	11	11	9	9	9	5	5	5	11	11	11	11	11	11	7	7	7	FALSE	
RAND_04145	FALSE	5	5	5	1	1	1	11	11	11	7	7	7	9	9	9	3	3	3	9	9	9	5	5	5	9	9	9	5	5	5	FALSE	
RAND_04146	FALSE	5	5	5	9	9	9	1	1	1	11	11	11	3	3	3	9	9	9	7	7	7	7	7	7	5	5	5	1	1	1	FALSE	
RAND_04147	FALSE	5	5	5	1	1	1	3	3	3	3	3	3	7	7	7	1	1	1	5	5	5	11	11	11	5	5	5	3	3	3	FALSE	
RAND_04148	FALSE	5	5	5	7	7	7	9	9	9	1	1	1	9	9	9	1	1	1	3	3	3	5	5	5	1	1	1	1	1	1	FALSE	
RAND_04149	FALSE	5	5	5	1	1	1	1	1	1	5	5	5	9	9	9	11	11	11	9	9	9	1	1	1	3	3	3	7	7	7	FALSE	
RAND_04150	FALSE	5	5	5	7	7	7	1	1	1	11	11	11	9	9	9	11	11	11	5	5	5	3	3	3	9	9	9	3	3	3	FALSE	
RAND_04151	FALSE	5	5	5	1	1	1	9	9	9	1	1	1	5	5	5	1	1	1	7	7	7	1	1	1	1	1	1	9	9	9	FALSE	
RAND_04152	FALSE	5	5	5	5	5	5	1	1	1	7	7	7	11	11	11	5	5	5	3	3	3	5	5	5	11	11	11	5	5	5	FALSE	
RAND_04153	FALSE	5	5	5	11	11	11	1	1	1	1	1	1	3	3	3	11	11	11	1	1	1	1	1	1	11	11	11	7	7	7	FALSE	
RAND_04154	FALSE	5	5	5	1	1	1	7	7	7	1	1	1	9	9	9	5	5	5	7	7	7	5	5	5	5	5	5	11	11	11	FALSE	
RAND_04155	FALSE	5	5	5	9	9	9	3	3	3	9	9	9	9	9	9	11	11	11	3	3	3	9	9	9	11	11	11	3	3	3	FALSE	
RAND_04156	FALSE	5	5	5	11	11	11	7	7	7	1	1	1	3	3	3	5	5	5	11	11	11	5	5	5	3	3	3	9	9	9	FALSE	
RAND_04157	FALSE	5	5	5	1	1	1	9	9	9	9	9	9	9	9	9	7	7	7	3	3	3	7	7	7	5	5	5	3	3	3	FALSE	
RAND_04158	FALSE	5	5	5	5	5	5	1	1	1	1	1	1	3	3	3	9	9	9	3	3	3	7	7	7	7	7	7	5	5	5	FALSE	
RAND_04159	FALSE	5	5	5	11	11	11	3	3	3	5	5	5	3	3	3	7	7	7	11	11	11	11	11	11	1	1	1	11	11	11	FALSE	
RAND_04160	FALSE	5	5	5	3	3	3	11	11	11	9	9	9	3	3	3	3	3	3	11	11	11	9	9	9	7	7	7	1	1	1	FALSE	
RAND_04161	FALSE	5	5	5	1	1	1	9	9	9	1	1	1	5	5	5	3	3	3	7	7	7	9	9	9	7	7	7	5	5	5	FALSE	
RAND_04162	FALSE	5	5	5	5	5	5	1	1	1	5	5	5	7	7	7	11	11	11	11	11	11	1	1	1	7	7	7	11	11	11	FALSE	
RAND_04163	FALSE	5	5	5	5	5	5	11	11	11	9	9	9	3	3	3	7	7	7	1	1	1	5	5	5	9	9	9	11	11	11	FALSE	
RAND_04164	FALSE	5	5	5	1	1	1	9	9	9	11	11	11	3	3	3	11	11	11	7	7	7	1	1	1	9	9	9	11	11	11	FALSE	
RAND_04165	FALSE	5	5	5	9	9	9	1	1	1	3	3	3	11	11	11	11	11	11	5	5	5	7	7	7	3	3	3	1	1	1	FALSE	
RAND_04166	FALSE	5	5	5	9	9	9	5	5	5	5	5	5	1	1	1	9	9	9	7	7	7	3	3	3	7	7	7	5	5	5	FALSE	
RAND_04167	FALSE	5	5	5	9	9	9	3	3	3	3	3	3	9	9	9	1	1	1	5	5	5	5	5	5	11	11	11	11	11	11	FALSE	
RAND_04168	FALSE	5	5	5	1	1	1	9	9	9	3	3	3	9	9	9	9	9	9	3	3	3	3	3	3	9	9	9	7	7	7	FALSE	
RAND_04169	FALSE	5	5	5	5	5	5	1	1	1	5	5	5	11	11	11	9	9	9	7	7	7	9	9	9	11	11	11	9	9	9	FALSE	
RAND_04170	FALSE	5	5	5	3	3	3	7	7	7	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	5	5	5	3	3	3	FALSE	
RAND_04171	FALSE	5	5	5	9	9	9	3	3	3	11	11	11	5	5	5	7	7	7	9	9	9	11	11	11	9	9	9	9	9	9	FALSE	
RAND_04172	FALSE	5	5	5	7	7	7	11	11	11	11	11	11	11	11	11	5	5	5	7	7	7	7	7	7	3	3	3	5	5	5	FALSE	
RAND_04173	FALSE	5	5	5	9	9	9	5	5	5	1	1	1	11	11	11	1	1	1	3	3	3	5	5	5	3	3	3	5	5	5	FALSE	
RAND_04174	FALSE	5	5	5	11	11	11	5	5	5	1	1	1	3	3	3	1	1	1	1	1	1	9	9	9	3	3	3	5	5	5	FALSE	
RAND_04175	FALSE	5	5	5	9	9	9	3	3	3	11	11	11	1	1	1	7	7	7	3	3	3	9	9	9	11	11	11	1	1	1	FALSE	
RAND_04176	FALSE	5	5	5	9	9	9	1	1	1	3	3	3	9	9	9	7	7	7	5	5	5	5	5	5	1	1	1	9	9	9	FALSE	
RAND_04177	FALSE	5	5	5	11	11	11	11	11	11	1	1	1	9	9	9	1	1	1	5	5	5	11	11	11	1	1	1	9	9	9	FALSE	
RAND_04178	FALSE	5	5	5	11	11	11	11	11	11	5	5	5	3	3	3	7	7	7	11	11	11	1	1	1	3	3	3	9	9	9	FALSE	
RAND_04179	FALSE	5	5	5	9	9	9	7	7	7	9	9	9	3	3	3	9	9	9	11	11	11	5	5	5	1	1	1	11	11	11	FALSE	
RAND_04180	FALSE	5	5	5	7	7	7	9	9	9	5	5	5	7	7	7	1	1	1	1	1	1	3	3	3	9	9	9	7	7	7	FALSE	
RAND_04181	FALSE	5	5	5	11	11	11	5	5	5	5	5	5	11	11	11	3	3	3	7	7	7	3	3	3	11	11	11	3	3	3	FALSE	
RAND_04182	FALSE	5	5	5	11	11	11	11	11	11	9	9	9	1	1	1	7	7	7	3	3	3	11	11	11	3	3	3	5	5	5	FALSE	
RAND_04183	FALSE	5	5	5	1	1	1	7	7	7	1	1	1	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	3	3	3	FALSE	
RAND_04184	FALSE	5	5	5	9	9	9	11	11	11	7	7	7	5	5	5	1	1	1	7	7	7	3	3	3	5	5	5	1	1	1	FALSE	
RAND_04185	FALSE	5	5	5	7	7	7	1	1	1	1	1	1	5	5	5	3	3	3	9	9	9	1	1	1	7	7	7	9	9	9	FALSE	
RAND_04186	FALSE	5	5	5	5	5	5	7	7	7	1	1	1	5	5	5	7	7	7	3	3	3	3	3	3	3	3	3	1	1	1	FALSE	
RAND_04187	FALSE	5	5	5	9	9	9	9	9	9	3	3	3	3	3	3	5	5	5	11	11	11	11	11	11	1	1	1	9	9	9	FALSE	
RAND_04188	FALSE	5	5	5	3	3	3	1	1	1	11	11	11	1	1	1	11	11	11	9	9	9	1	1	1	7	7	7	9	9	9	FALSE	
RAND_04189	FALSE	5	5	5	11	11	11	11	11	11	5	5	5	7	7	7	1	1	1	11	11	11	1	1	1	7	7	7	7	7	7	FALSE	
RAND_04190	FALSE	5	5	5	7	7	7	1	1	1	3	3	3	11	11	11	9	9	9	11	11	11	5	5	5	5	5	5	3	3	3	FALSE	
RAND_04191	FALSE	5	5	5	1	1	1	3	3	3	7	7	7	11	11	11	9	9	9	5	5	5	5	5	5	1	1	1	5	5	5	FALSE	
RAND_04192	FALSE	5	5	5	1	1	1	11	11	11	1	1	1	7	7	7	9	9	9	9	9	9	7	7	7	11	11	11	5	5	5	FALSE	
RAND_04193	FALSE	5	5	5	7	7	7	1	1	1	9	9	9	5	5	5	9	9	9	5	5	5	1	1	1	1	1	1	9	9	9	FALSE	
RAND_04194	FALSE	5	5	5	3	3	3	1	1	1	5	5	5	1	1	1	7	7	7	3	3	3	7	7	7	7	7	7	9	9	9	FALSE	
RAND_04195	FALSE	5	5	5	1	1	1	1	1	1	3	3	3	3	3	3	5	5	5	7	7	7	9	9	9	5	5	5	7	7	7	FALSE	
RAND_04196	FALSE	5	5	5	5	5	5	7	7	7	5	5	5	7	7	7	7	7	7	3	3	3	11	11	11	9	9	9	9	9	9	FALSE	
RAND_04197	FALSE	5	5	5	9	9	9	1	1	1	9	9	9	9	9	9	9	9	9	11	11	11	3	3	3	1	1	1	9	9	9	FALSE	
RAND_04198	FALSE	5	5	5	3	3	3	3	3	3	9	9	9	5	5	5	1	1	1	1	1	1	5	5	5	1	1	1	5	5	5	FALSE	
RAND_04199	FALSE	5	5	5	5	5	5	5	5	5	11	11	11	1	1	1	9	9	9	3	3	3	9	9	9	3	3	3	1	1	1	FALSE	
RAND_04200	FALSE	5	5	5	1	1	1	9	9	9	5	5	5	3	3	3	11	11	11	9	9	9	5	5	5	5	5	5	5	5	5	FALSE	
RAND_04201	FALSE	5	5	5	5	5	5	1	1	1	9	9	9	1	1	1	9	9	9	5	5	5	11	11	11	5	5	5	1	1	1	FALSE	
RAND_04202	FALSE	5	5	5	5	5	5	3	3	3	9	9	9	9	9	9	9	9	9	9	9	9	5	5	5	9	9	9	1	1	1	FALSE	
RAND_04203	FALSE	5	5	5	1	1	1	7	7	7	7	7	7	5	5	5	1	1	1	3	3	3	7	7	7	7	7	7	1	1	1	FALSE	
RAND_04204	FALSE	5	5	5	1	1	1	7	7	7	5	5	5	11	11	11	3	3	3	11	11	11	3	3	3	7	7	7	1	1	1	FALSE	
RAND_04205	FALSE	5	5	5	1	1	1	9	9	9	7	7	7	11	11	11	9	9	9	9	9	9	3	3	3	7	7	7	11	11	11	FALSE	
RAND_04206	FALSE	5	5	5	7	7	7	5	5	5	1	1	1	5	5	5	3	3	3	11	11	11	9	9	9	9	9	9	5	5	5	FALSE	
RAND_04207	FALSE	5	5	5	1	1	1	3	3	3	5	5	5	9	9	9	3	3	3	7	7	7	1	1	1	1	1	1	5	5	5	FALSE	
RAND_04208	FALSE	5	5	5	5	5	5	3	3	3	3	3	3	7	7	7	1	1	1	1	1	1	7	7	7	11	11	11	3	3	3	FALSE	
RAND_04209	FALSE	5	5	5	5	5	5	9	9	9	9	9	9	11	11	11	1	1	1	5	5	5	3	3	3	9	9	9	11	11	11	FALSE	
RAND_04210	FALSE	5	5	5	1	1	1	11	11	11	1	1	1	3	3	3	1	1	1	9	9	9	1	1	1	5	5	5	11	11	11	FALSE	
RAND_04211	FALSE	5	5	5	11	11	11	5	5	5	7	7	7	7	7	7	5	5	5	7	7	7	7	7	7	7	7	7	1	1	1	FALSE	
RAND_04212	FALSE	5	5	5	11	11	11	9	9	9	1	1	1	11	11	11	7	7	7	5	5	5	1	1	1	3	3	3	9	9	9	FALSE	
RAND_04213	FALSE	5	5	5	1	1	1	9	9	9	7	7	7	1	1	1	3	3	3	7	7	7	11	11	11	3	3	3	3	3	3	FALSE	
RAND_04214	FALSE	5	5	5	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	9	9	9	5	5	5	11	11	11	11	11	11	FALSE	
RAND_04215	FALSE	5	5	5	1	1	1	11	11	11	5	5	5	1	1	1	3	3	3	9	9	9	7	7	7	11	11	11	1	1	1	FALSE	
RAND_04216	FALSE	5	5	5	7	7	7	9	9	9	9	9	9	7	7	7	5	5	5	11	11	11	9	9	9	3	3	3	3	3	3	FALSE	
RAND_04217	FALSE	5	5	5	7	7	7	11	11	11	11	11	11	5	5	5	7	7	7	11	11	11	9	9	9	11	11	11	7	7	7	FALSE	
RAND_04218	FALSE	5	5	5	7	7	7	3	3	3	1	1	1	9	9	9	3	3	3	5	5	5	5	5	5	3	3	3	7	7	7	FALSE	
RAND_04219	FALSE	5	5	5	5	5	5	7	7	7	5	5	5	11	11	11	1	1	1	11	11	11	11	11	11	3	3	3	7	7	7	FALSE	
RAND_04220	FALSE	5	5	5	9	9	9	3	3	3	1	1	1	5	5	5	5	5	5	11	11	11	9	9	9	5	5	5	3	3	3	FALSE	
RAND_04221	FALSE	5	5	5	11	11	11	11	11	11	3	3	3	3	3	3	1	1	1	9	9	9	3	3	3	3	3	3	7	7	7	FALSE	
RAND_04222	FALSE	5	5	5	3	3	3	9	9	9	11	11	11	7	7	7	3	3	3	9	9	9	5	5	5	7	7	7	1	1	1	FALSE	
RAND_04223	FALSE	5	5	5	1	1	1	3	3	3	1	1	1	3	3	3	5	5	5	3	3	3	1	1	1	1	1	1	7	7	7	FALSE	
RAND_04224	FALSE	5	5	5	1	1	1	7	7	7	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	11	11	11	9	9	9	FALSE	
RAND_04225	FALSE	5	5	5	3	3	3	1	1	1	5	5	5	1	1	1	7	7	7	3	3	3	11	11	11	7	7	7	3	3	3	FALSE	
RAND_04226	FALSE	5	5	5	11	11	11	5	5	5	11	11	11	11	11	11	3	3	3	3	3	3	1	1	1	1	1	1	3	3	3	FALSE	
RAND_04227	FALSE	5	5	5	1	1	1	11	11	11	1	1	1	9	9	9	3	3	3	1	1	1	9	9	9	5	5	5	9	9	9	FALSE	
RAND_04228	FALSE	5	5	5	3	3	3	1	1	1	5	5	5	9	9	9	11	11	11	5	5	5	11	11	11	5	5	5	9	9	9	FALSE	
RAND_04229	FALSE	5	5	5	3	3	3	5	5	5	7	7	7	7	7	7	9	9	9	9	9	9	5	5	5	11	11	11	11	11	11	FALSE	
RAND_04230	FALSE	5	5	5	9	9	9	5	5	5	5	5	5	1	1	1	7	7	7	3	3	3	7	7	7	11	11	11	9	9	9	FALSE	
RAND_04231	FALSE	5	5	5	9	9	9	9	9	9	9	9	9	9	9	9	7	7	7	11	11	11	11	11	11	3	3	3	5	5	5	FALSE	
RAND_04232	FALSE	5	5	5	1	1	1	7	7	7	3	3	3	3	3	3	9	9	9	9	9	9	9	9	9	7	7	7	11	11	11	FALSE	
RAND_04233	FALSE	5	5	5	9	9	9	9	9	9	11	11	11	11	11	11	9	9	9	1	1	1	3	3	3	7	7	7	11	11	11	FALSE	
RAND_04234	FALSE	5	5	5	7	7	7	9	9	9	7	7	7	11	11	11	9	9	9	11	11	11	1	1	1	7	7	7	11	11	11	FALSE	
RAND_04235	FALSE	5	5	5	7	7	7	11	11	11	5	5	5	5	5	5	7	7	7	5	5	5	9	9	9	3	3	3	9	9	9	FALSE	
RAND_04236	FALSE	5	5	5	11	11	11	1	1	1	3	3	3	3	3	3	7	7	7	11	11	11	7	7	7	5	5	5	11	11	11	FALSE	
RAND_04237	FALSE	5	5	5	1	1	1	9	9	9	7	7	7	7	7	7	7	7	7	5	5	5	9	9	9	7	7	7	11	11	11	FALSE	
